Description,Incident #,Location,Agency,incident_datetime,incident_date,incident_month,incident_day_of_week,incident_time_24hr_clock,time_ampm,street_address,city,state,lat,long
CREDIT CARD,210903222,600 BLK BANFF ST,San Jose Police,3/31/2021 20:05,3/31/2021,March,Wednesday,20:05,PM,650 BANFF ST,San Jose,CA,37.340157,-121.85718
ASSAULT,211030688,1700 BLK STORY RD,San Jose Police,4/13/2021 15:40,4/13/2021,April,Tuesday,15:40,PM,1750 STORY RD,San Jose,CA,37.340588,-121.84209
ASSAULT,211039502,1700 BLK STORY RD,San Jose Police,4/13/2021 11:44,4/13/2021,April,Tuesday,11:44,AM,1750 STORY RD,San Jose,CA,37.340588,-121.84209
AGG ASSAULT,211000052,1700 BLK STORY RD,San Jose Police,4/10/2021 4:03,4/10/2021,April,Saturday, 4:03,AM,1750 STORY RD,San Jose,CA,37.340588,-121.84209
AGG ASSAULT,210890821,1700 BLK STORY RD,San Jose Police,3/30/2021 21:56,3/30/2021,March,Tuesday,21:56,PM,1750 STORY RD,San Jose,CA,37.340588,-121.84209
ARSON,210890526,1700 BLK STORY RD,San Jose Police,3/30/2021 17:44,3/30/2021,March,Tuesday,17:44,PM,1750 STORY RD,San Jose,CA,37.340588,-121.84209
PETTY THEFT,210870883,1700 BLK STORY RD,San Jose Police,3/28/2021 20:57,3/28/2021,March,Sunday,20:57,PM,1750 STORY RD,San Jose,CA,37.340588,-121.84209
VANDALISM,210840149,1700 BLK STORY RD,San Jose Police,3/25/2021 6:43,3/25/2021,March,Thursday, 6:43,AM,1750 STORY RD,San Jose,CA,37.340588,-121.84209
INDECENT EXPOSURE,210880365,15 BLK S 11TH ST,San Jose Police,3/29/2021 10:37,3/29/2021,March,Monday,10:37,AM,15 BLK S 11TH ST,San Jose,CA,37.340786,-121.879684
VANDALISM,210850775,15 BLK S 11TH ST,San Jose Police,3/26/2021 19:06,3/26/2021,March,Friday,19:06,PM,15 BLK S 11TH ST,San Jose,CA,37.340786,-121.879684
ASSAULT,210970039,1100 BLK SUNNY CT,San Jose Police,4/7/2021 0:59,4/7/2021,April,Wednesday, 0:59,AM,1150 SUNNY CT,San Jose,CA,37.340908,-121.86041
BURGLARY,210950081,1100 BLK SUNNY CT,San Jose Police,4/5/2021 3:23,4/5/2021,April,Monday, 3:23,AM,1150 SUNNY CT,San Jose,CA,37.340908,-121.86041
BURGLARY,210980493,300 BLK S 22ND ST,San Jose Police,4/8/2021 14:06,4/8/2021,April,Thursday,14:06,PM,350 S 22ND ST,San Jose,CA,37.340908,-121.864525
AUTO THEFT,210960231,15 BLK S 12TH ST,San Jose Police,4/6/2021 8:50,4/6/2021,April,Tuesday, 8:50,AM,15 BLK S 12TH ST,San Jose,CA,37.34129,-121.87876
LICENSE PLATE,210950619,500 BLK BONITA AV,San Jose Police,4/5/2021 18:19,4/5/2021,April,Monday,18:19,PM,550 BONITA AV,San Jose,CA,37.34139,-121.85621
AGG ASSAULT,210990892,1800 BLK NAPLES DR,San Jose Police,4/9/2021 21:45,4/9/2021,April,Friday,21:45,PM,1850 NAPLES DR,San Jose,CA,37.341496,-121.83915
NARCOTICS,210960910,ADRIAN WY / POPLAR DR,San Jose Police,4/6/2021 20:55,4/6/2021,April,Tuesday,20:55,PM,ADRIAN WY &  POPLAR DR,San Jose,CA,37.341537,-121.82986
AUTO THEFT,210870499,500 BLK E SANTA CLARA ST,San Jose Police,3/28/2021 15:12,3/28/2021,March,Sunday,15:12,PM,550 E SANTA CLARA ST,San Jose,CA,37.34167,-121.878975
CHECKS,210930171,1400 BLK ENDICOTT DR,San Jose Police,4/3/2021 14:33,4/3/2021,April,Saturday,14:33,PM,1450 ENDICOTT DR,San Jose,CA,37.341812,-121.82788
BURGLARY,210841033,300 BLK S 24TH ST,San Jose Police,3/25/2021 23:27,3/25/2021,March,Thursday,23:27,PM,350 S 24TH ST,San Jose,CA,37.34186,-121.8627
AUTO THEFT,210840236,2000 BLK NEWTON AV,San Jose Police,3/25/2021 8:54,3/25/2021,March,Thursday, 8:54,AM,2050 NEWTON AV,San Jose,CA,37.341877,-121.834045
BURGLARY,211000291,1800 BLK STORY RD,San Jose Police,4/10/2021 14:31,4/10/2021,April,Saturday,14:31,PM,1850 STORY RD,San Jose,CA,37.34192,-121.84012
ASSAULT,210900386,15 BLK S 14TH ST,San Jose Police,3/31/2021 17:00,3/31/2021,March,Wednesday,17:00,PM,15 BLK S 14TH ST,San Jose,CA,37.342175,-121.876884
PETTY THEFT,210890358,1200 BLK HOPKINS DR,San Jose Police,3/30/2021 9:00,3/30/2021,March,Tuesday, 9:00,AM,1250 HOPKINS DR,San Jose,CA,37.3423,-121.83623
PETTY THEFT,210813223,1800 BLK LUKE CT,San Jose Police,3/22/2021 13:33,3/22/2021,March,Monday,13:33,PM,1850 LUKE CT,San Jose,CA,37.342384,-121.8417
VANDALISM,210970043,900 BLK TENNYSON LN,San Jose Police,4/7/2021 3:30,4/7/2021,April,Wednesday, 3:30,AM,950 TENNYSON LN,San Jose,CA,37.34247,-121.844376
NARCOTICS,210890057,CATHAY DR/NAPLES DR,San Jose Police,3/30/2021 2:10,3/30/2021,March,Tuesday, 2:10,AM,CATHAY DR & NAPLES DR,San Jose,CA,37.34247,-121.83762
AGG ASSAULT,210879800,2200 BLK BARLOW AV,San Jose Police,3/28/2021 0:06,3/28/2021,March,Sunday, 0:06,AM,2250 BARLOW AV,San Jose,CA,37.342606,-121.82965
PETTY THEFT,210940671,15 BLK S 15TH ST,San Jose Police,4/4/2021 18:24,4/4/2021,April,Sunday,18:24,PM,15 BLK S 15TH ST,San Jose,CA,37.342613,-121.87595
CREDIT CARD,211039503,200 BLK S 23RD ST,San Jose Police,4/13/2021 12:34,4/13/2021,April,Tuesday,12:34,PM,250 S 23RD ST,San Jose,CA,37.34267,-121.86487
NARCOTICS,210940573,LIDO WY/ TOMLINSON LN,San Jose Police,4/4/2021 17:39,4/4/2021,April,Sunday,17:39,PM,LIDO WY & TOMLINSON LN,San Jose,CA,37.342926,-121.84257
AUTO THEFT,210921058,1200 BLK ELVIRA CT,San Jose Police,4/2/2021 22:51,4/2/2021,April,Friday,22:51,PM,1250 ELVIRA CT,San Jose,CA,37.342953,-121.83462
AGG ASSAULT,210889818,400 BLK BONITA AV,San Jose Police,3/29/2021 0:04,3/29/2021,March,Monday, 0:04,AM,450 BONITA AV,San Jose,CA,37.34301,-121.8578
FORGERY/FRAUD,210883205,15 BLK S 16TH ST,San Jose Police,3/29/2021 16:34,3/29/2021,March,Monday,16:34,PM,15 BLK S 16TH ST,San Jose,CA,37.343056,-121.87502
CREDIT CARD,210829504,100 BLK S 21ST ST,San Jose Police,3/23/2021 12:32,3/23/2021,March,Tuesday,12:32,PM,150 S 21ST ST,San Jose,CA,37.34311,-121.86811
VANDALISM,211050052,700 BLK E SANTA CLARA ST,San Jose Police,4/15/2021 2:10,4/15/2021,April,Thursday, 2:10,AM,750 E SANTA CLARA ST,San Jose,CA,37.343353,-121.87542
LICENSE PLATE,210950113,700 BLK E SANTA CLARA ST,San Jose Police,4/5/2021 5:34,4/5/2021,April,Monday, 5:34,AM,750 E SANTA CLARA ST,San Jose,CA,37.343353,-121.87542
GRAND THEFT,210880483,700 BLK E SANTA CLARA ST,San Jose Police,3/29/2021 12:39,3/29/2021,March,Monday,12:39,PM,750 E SANTA CLARA ST,San Jose,CA,37.343353,-121.87542
FORGERY/FRAUD,210819507,3400 BLK CUESTA DR,San Jose Police,3/22/2021 13:11,3/22/2021,March,Monday,13:11,PM,3450 CUESTA DR,San Jose,CA,37.343395,-121.79265
FORGERY/FRAUD,210813239,900 BLK TOMLINSON LN,San Jose Police,3/22/2021 20:21,3/22/2021,March,Monday,20:21,PM,950 TOMLINSON LN,San Jose,CA,37.343395,-121.84302
AUTO THEFT,211000154,1200 BLK KARL ST,San Jose Police,4/10/2021 5:33,4/10/2021,April,Saturday, 5:33,AM,1250 KARL ST,San Jose,CA,37.34358,-121.83297
NARCOTICS,211010358,HOPKINS DR/ STORY RD,San Jose Police,4/11/2021 10:30,4/11/2021,April,Sunday,10:30,AM,HOPKINS DR & STORY RD,San Jose,CA,37.343655,-121.83756
NARCOTICS,210940127,HOPKINS DR/ STORY RD,San Jose Police,4/4/2021 3:50,4/4/2021,April,Sunday, 3:50,AM,HOPKINS DR & STORY RD,San Jose,CA,37.343655,-121.83756
PETTY THEFT,211020290,1900 BLK POCO WY,San Jose Police,4/12/2021 9:22,4/12/2021,April,Monday, 9:22,AM,1950 POCO WY,San Jose,CA,37.343792,-121.83893
AUTO THEFT,210960701,1900 BLK POCO WY,San Jose Police,4/6/2021 16:42,4/6/2021,April,Tuesday,16:42,PM,1950 POCO WY,San Jose,CA,37.343792,-121.83893
NARCOTICS,211060090,LEEWARD/FOXDALE,San Jose Police,4/16/2021 3:09,4/16/2021,April,Friday, 3:09,AM,LEEWARD & FOXDALE,San Jose,CA,37.343834,-121.82508
NARCOTICS,210900707,CINDERELLA LN / MCCREERY AV,San Jose Police,3/31/2021 17:00,3/31/2021,March,Wednesday,17:00,PM,CINDERELLA LN &  MCCREERY AV,San Jose,CA,37.34386,-121.84235
FORGERY/FRAUD,210843217,1700 BLK SUNDOWN LN,San Jose Police,3/25/2021 16:25,3/25/2021,March,Thursday,16:25,PM,1750 SUNDOWN LN,San Jose,CA,37.34402,-121.81463
VANDALISM,211020226,2900 BLK RIDGEMONT DR,San Jose Police,4/12/2021 8:13,4/12/2021,April,Monday, 8:13,AM,2950 RIDGEMONT DR,San Jose,CA,37.344025,-121.81289
AUTO THEFT,210950604,1600 BLK VIRGINIA AV,San Jose Police,4/5/2021 18:28,4/5/2021,April,Monday,18:28,PM,1650 VIRGINIA AV,San Jose,CA,37.3442,-121.84902
AUTO THEFT,210910989,1400 BLK LEEWARD DR,San Jose Police,4/1/2021 21:16,4/1/2021,April,Thursday,21:16,PM,1450 LEEWARD DR,San Jose,CA,37.344257,-121.82562
NARCOTICS,210910652,3100 BLK COLDWATER DR,San Jose Police,4/1/2021 16:01,4/1/2021,April,Thursday,16:01,PM,3150 COLDWATER DR,San Jose,CA,37.34433,-121.8055
LICENSE PLATE,210890577,15 BLK S 19TH ST,San Jose Police,3/30/2021 14:21,3/30/2021,March,Tuesday,14:21,PM,15 BLK S 19TH ST,San Jose,CA,37.344395,-121.87221
